IdEnrollment;Grade;StudentId;CourseId
148;7;3;6
149;14;3;7
150;20;3;8
151;16;3;9
152;16;3;10
153;19;3;11
154;7;3;12
155;14;3;13
156;13;3;14
157;12;3;15
158;18;3;16
159;5;3;17
160;15;3;18
161;20;3;19
162;14;3;20
163;11;3;21
164;16;3;22
165;15;3;23
166;12;3;24
167;9;3;25
168;10;3;26
169;14;3;27
170;17;3;28
171;7;3;29
172;6;3;30
173;7;3;31
174;5;3;32
175;18;3;33
176;9;3;34
177;11;3;35
178;14;3;36
179;8;3;37
180;11;3;38
181;6;3;39
182;15;3;40
183;4;3;41
184;12;3;42
185;7;3;43
186;12;3;44
187;12;3;45
188;13;3;46
189;4;3;47
190;9;3;48
191;9;3;49
192;16;3;50
193;17;3;51
194;12;3;52
195;7;3;53
196;7;3;54
197;10;3;55
198;5;3;56
199;16;3;57
200;11;3;58
201;14;3;59
202;5;3;60
203;16;3;61
204;14;3;62
205;7;3;63
206;11;3;64
207;20;3;65
208;11;3;66
209;7;3;67
210;16;3;68
211;16;3;69
212;11;3;70
213;4;3;71
214;9;4;1
215;15;4;2
216;17;4;3
217;9;4;4
218;16;4;5
219;8;4;6
220;9;4;7
221;17;4;8
222;12;4;9
223;15;4;10
224;16;4;11
225;12;4;12
226;16;4;13
227;8;4;14
228;19;4;15
229;8;4;16
230;15;4;17
231;18;4;18
232;20;4;19
233;12;4;20
234;15;4;21
235;6;4;22
236;11;4;23
237;4;4;24
238;13;4;25
239;4;4;26
240;11;4;27
241;5;4;28
242;8;4;29
243;12;4;30
244;14;4;31
245;5;4;32
246;19;4;33
247;13;4;34
248;18;4;35
249;6;4;36
250;7;4;37
251;9;4;38
252;4;4;39
253;12;4;40
254;4;4;41
255;15;4;42
256;18;4;43
257;14;4;44
258;8;4;45
259;17;4;46
260;17;4;47
261;16;4;48
262;18;4;49
263;6;4;50
264;14;4;51
265;15;4;52
266;9;4;53
267;10;4;54
268;20;4;55
269;5;4;56
270;12;4;57
271;14;4;58
272;6;4;59
273;19;4;60
274;12;4;61
275;12;4;62
276;7;4;63
277;4;4;64
278;6;4;65
279;8;4;66
280;19;4;67
281;6;4;68
282;4;4;69
283;18;4;70
284;20;4;71
285;20;5;1
286;4;5;2
287;12;5;3
288;7;5;4
289;12;5;5
290;19;5;6
291;5;5;7
292;17;5;8
293;5;5;9
294;4;5;10
295;20;5;11
296;7;5;12
297;14;5;13
298;12;5;14
299;12;5;15
300;16;5;16
301;14;5;17
302;13;5;18
303;6;5;19
304;6;5;20
305;19;5;21
306;4;5;22
307;14;5;23
308;11;5;24
309;12;5;25
310;18;5;26
311;20;5;27
312;20;5;28
313;8;5;29
314;13;5;30
315;7;5;31
316;6;5;32
317;4;5;33
318;17;5;34
319;6;5;35
320;18;5;36
321;15;5;37
322;7;5;38
323;6;5;39
324;15;5;40
325;13;5;41
326;9;5;42
327;6;5;43
328;19;5;44
329;20;5;45
330;6;5;46
331;5;5;47
332;5;5;48
333;11;5;49
334;4;5;50
335;6;5;51
336;17;5;52
337;16;5;53
338;14;5;54
339;15;5;55
340;9;5;56
341;5;5;57
342;16;5;58
343;19;5;59
344;17;5;60
345;17;5;61
346;11;5;62
347;9;5;63
348;14;5;64
349;9;5;65
350;10;5;66
351;12;5;67
352;20;5;68
353;19;5;69
354;13;5;70
355;15;5;71
356;12;6;1
357;16;6;2
358;13;6;3
359;19;6;4
360;10;6;5
361;6;6;6
362;17;6;7
363;7;6;8
364;11;6;9
365;5;6;10
366;4;6;11
367;15;6;12
368;20;6;13
369;9;6;14
370;18;6;15
371;11;6;16
372;4;6;17
373;12;6;18
374;10;6;19
375;4;6;20
376;8;6;21
377;11;6;22
378;17;6;23
379;18;6;24
380;9;6;25
381;10;6;26
382;18;6;27
383;12;6;28
384;8;6;29
385;20;6;30
386;20;6;31
387;17;6;32
388;14;6;33
389;8;6;34
390;9;6;35
391;18;6;36
392;10;6;37
393;13;6;38
394;4;6;39
395;17;6;40
396;8;6;41
397;18;6;42
398;19;6;43
399;4;6;44
400;16;6;45
401;13;6;46
402;9;6;47
403;7;6;48
404;4;6;49
405;11;6;50
406;13;6;51
407;8;6;52
408;9;6;53
409;14;6;54
410;5;6;55
411;19;6;56
412;14;6;57
413;7;6;58
414;13;6;59
415;18;6;60
416;12;6;61
417;13;6;62
418;14;6;63
419;7;6;64
420;18;6;65
421;5;6;66
422;14;6;67
423;7;6;68
424;11;6;69
425;10;6;70
426;5;6;71
427;19;7;1
428;17;7;2
429;17;7;3
430;13;7;4
431;16;7;5
432;5;7;6
433;16;7;7
434;14;7;8
435;14;7;9
436;4;7;10
437;16;7;11
438;9;7;12
439;19;7;13
440;6;7;14
441;8;7;15
442;16;7;16
443;4;7;17
444;16;7;18
445;8;7;19
446;6;7;20
447;13;7;21
448;18;7;22
449;13;7;23
450;19;7;24
451;20;7;25
452;19;7;26
453;11;7;27
454;6;7;28
455;6;7;29
456;14;7;30
457;4;7;31
458;9;7;32
459;9;7;33
460;4;7;34
461;4;7;35
462;13;7;36
463;10;7;37
464;11;7;38
465;9;7;39
466;9;7;40
467;9;7;41
468;8;7;42
469;9;7;43
470;12;7;44
471;16;7;45
472;19;7;46
473;18;7;47
474;20;7;48
475;15;7;49
476;14;7;50
477;19;7;51
478;5;7;52
479;13;7;53
480;6;7;54
481;7;7;55
482;7;7;56
483;15;7;57
484;16;7;58
485;14;7;59
486;14;7;60
487;15;7;61
488;19;7;62
489;10;7;63
490;5;7;64
491;18;7;65
492;11;7;66
493;9;7;67
494;10;7;68
495;7;7;69
496;17;7;70
497;18;7;71
498;17;8;1
499;15;8;2
500;4;8;3
501;13;8;4
502;19;8;5
503;4;8;6
504;9;8;7
505;13;8;8
506;11;8;9
507;17;8;10
508;11;8;11
509;10;8;12
510;19;8;13
511;4;8;14
512;10;8;15
513;16;8;16
514;14;8;17
515;18;8;18
516;4;8;19
517;19;8;20
518;7;8;21
519;19;8;22
520;12;8;23
521;7;8;24
522;6;8;25
523;15;8;26
524;10;8;27
525;7;8;28
526;13;8;29
527;19;8;30
528;12;8;31
529;19;8;32
530;17;8;33
531;9;8;34
532;15;8;35
533;16;8;36
534;7;8;37
535;12;8;38
536;20;8;39
537;16;8;40
538;4;8;41
539;18;8;42
540;13;8;43
541;16;8;44
542;16;8;45
543;14;8;46
544;6;8;47
545;15;8;48
546;11;8;49
547;17;8;50
548;6;8;51
549;8;8;52
550;6;8;53
551;17;8;54
552;16;8;55
553;5;8;56
554;11;8;57
555;15;8;58
556;17;8;59
557;4;8;60
558;13;8;61
559;10;8;62
560;20;8;63
561;20;8;64
562;19;8;65
563;19;8;66
564;10;8;67
565;10;8;68
566;4;8;69
567;5;8;70
568;5;8;71
569;4;9;1
570;15;9;2
571;15;9;3
572;12;9;4
573;17;9;5
574;10;9;6
575;12;9;7
576;4;9;8
577;8;9;9
578;13;9;10
579;18;9;11
580;18;9;12
581;18;9;13
582;17;9;14
583;17;9;15
584;4;9;16
585;13;9;17
586;18;9;18
587;18;9;19
588;18;9;20
589;17;9;21
590;12;9;22
591;19;9;23
592;17;9;24
593;20;9;25
594;7;9;26
595;9;9;27
596;7;9;28
597;11;9;29
598;6;9;30
599;6;9;31
600;12;9;32
601;10;9;33
602;8;9;34
603;19;9;35
604;11;9;36
605;14;9;37
606;20;9;38
607;18;9;39
608;20;9;40
609;9;9;41
610;6;9;42
611;8;9;43
612;12;9;44
613;10;9;45
614;8;9;46
615;17;9;47
616;11;9;48
617;7;9;49
618;12;9;50
619;12;9;51
620;6;9;52
621;17;9;53
622;9;9;54
623;8;9;55
624;4;9;56
625;19;9;57
626;11;9;58
627;9;9;59
628;12;9;60
629;4;9;61
630;9;9;62
631;13;9;63
632;11;9;64
633;18;9;65
634;14;9;66
635;5;9;67
636;9;9;68
637;19;9;69
638;8;9;70
639;17;9;71
640;20;10;1
641;9;10;2
642;5;10;3
643;8;10;4
644;13;10;5
645;4;10;6
646;8;10;7
647;17;10;8
648;20;10;9
649;12;10;10
650;19;10;11
651;17;10;12
652;16;10;13
653;12;10;14
654;11;10;15
655;16;10;16
656;16;10;17
657;13;10;18
658;9;10;19
659;17;10;20
660;10;10;21
661;19;10;22
662;19;10;23
663;11;10;24
664;18;10;25
665;7;10;26
666;10;10;27
667;17;10;28
668;10;10;29
669;6;10;30
670;5;10;31
671;14;10;32
672;9;10;33
673;12;10;34
674;8;10;35
675;16;10;36
676;5;10;37
677;12;10;38
678;17;10;39
679;14;10;40
680;7;10;41
681;13;10;42
682;12;10;43
683;18;10;44
684;15;10;45
685;10;10;46
686;5;10;47
687;6;10;48
688;13;10;49
689;15;10;50
690;14;10;51
691;9;10;52
692;8;10;53
693;7;10;54
694;18;10;55
695;7;10;56
696;16;10;57
697;14;10;58
698;4;10;59
699;19;10;60
700;11;10;61
701;15;10;62
702;19;10;63
703;10;10;64
704;13;10;65
705;6;10;66
706;13;10;67
707;16;10;68
708;6;10;69
709;9;10;70
710;8;10;71
711;18;11;1
712;13;11;2
713;9;11;3
714;9;11;4
715;17;11;5
716;6;11;6
717;12;11;7
718;5;11;8
719;14;11;9
720;6;11;10
721;19;11;11
722;7;11;12
723;15;11;13
724;20;11;14
725;15;11;15
726;13;11;16
727;14;11;17
728;15;11;18
729;14;11;19
730;8;11;20
731;15;11;21
732;16;11;22
733;19;11;23
734;19;11;24
735;7;11;25
736;19;11;26
737;20;11;27
738;11;11;28
739;6;11;29
740;13;11;30
741;8;11;31
742;20;11;32
743;12;11;33
744;14;11;34
745;14;11;35
746;8;11;36
747;9;11;37
748;6;11;38
749;15;11;39
750;4;11;40
751;4;11;41
752;7;11;42
753;18;11;43
754;12;11;44
755;9;11;45
756;9;11;46
757;18;11;47
758;16;11;48
759;17;11;49
760;18;11;50
761;19;11;51
762;18;11;52
763;18;11;53
764;14;11;54
765;10;11;55
766;4;11;56
767;6;11;57
768;11;11;58
769;16;11;59
770;12;11;60
771;10;11;61
772;4;11;62
773;5;11;63
774;10;11;64
775;7;11;65
776;4;11;66
777;14;11;67
778;20;11;68
779;13;11;69
780;13;11;70
781;14;11;71
782;20;12;1
783;11;12;2
784;16;12;3
785;20;12;4
786;19;12;5
787;18;12;6
788;20;12;7
789;20;12;8
790;10;12;9
791;17;12;10
792;19;12;11
793;20;12;12
794;18;12;13
795;7;12;14
796;9;12;15
797;14;12;16
798;20;12;17
799;19;12;18
800;5;12;19
801;11;12;20
802;8;12;21
803;6;12;22
804;17;12;23
805;15;12;24
806;8;12;25
807;11;12;26
808;11;12;27
809;17;12;28
810;10;12;29
811;15;12;30
812;19;12;31
813;19;12;32
814;15;12;33
815;16;12;34
816;19;12;35
817;13;12;36
818;17;12;37
819;6;12;38
820;5;12;39
821;14;12;40
822;7;12;41
823;16;12;42
824;9;12;43
825;17;12;44
826;14;12;45
827;16;12;46
828;17;12;47
829;19;12;48
830;15;12;49
831;13;12;50
832;15;12;51
833;16;12;52
834;14;12;53
835;6;12;54
836;7;12;55
837;14;12;56
838;15;12;57
839;16;12;58
840;6;12;59
841;20;12;60
842;9;12;61
843;9;12;62
844;20;12;63
845;16;12;64
846;4;12;65
847;11;12;66
848;7;12;67
849;17;12;68
850;16;12;69
851;9;12;70
852;10;12;71
853;16;13;1
854;18;13;2
855;18;13;3
856;10;13;4
857;7;13;5
858;18;13;6
859;4;13;7
860;5;13;8
861;9;13;9
862;17;13;10
863;20;13;11
864;5;13;12
865;12;13;13
866;18;13;14
867;9;13;15
868;12;13;16
869;13;13;17
870;18;13;18
871;19;13;19
872;4;13;20
873;16;13;21
874;15;13;22
875;13;13;23
876;12;13;24
877;16;13;25
878;18;13;26
879;14;13;27
880;7;13;28
881;7;13;29
882;11;13;30
883;18;13;31
884;13;13;32
885;15;13;33
886;8;13;34
887;16;13;35
888;17;13;36
889;10;13;37
890;10;13;38
891;6;13;39
892;17;13;40
893;11;13;41
894;5;13;42
895;17;13;43
896;11;13;44
897;5;13;45
898;8;13;46
899;7;13;47
900;19;13;48
901;18;13;49
902;8;13;50
903;13;13;51
904;5;13;52
905;19;13;53
906;18;13;54
907;7;13;55
908;14;13;56
909;12;13;57
910;13;13;58
911;19;13;59
912;4;13;60
913;19;13;61
914;6;13;62
915;11;13;63
916;10;13;64
917;17;13;65
918;10;13;66
919;12;13;67
920;17;13;68
921;18;13;69
922;19;13;70
923;6;13;71
924;16;14;1
925;5;14;2
926;12;14;3
927;9;14;4
928;4;14;5
929;17;14;6
930;18;14;7
931;12;14;8
932;19;14;9
933;9;14;10
934;17;14;11
935;16;14;12
936;7;14;13
937;16;14;14
938;9;14;15
939;7;14;16
940;17;14;17
941;16;14;18
942;4;14;19
943;12;14;20
944;10;14;21
945;9;14;22
946;18;14;23
947;14;14;24
948;11;14;25
949;13;14;26
950;6;14;27
951;10;14;28
952;14;14;29
953;16;14;30
954;16;14;31
955;7;14;32
956;5;14;33
957;13;14;34
958;9;14;35
959;8;14;36
960;16;14;37
961;18;14;38
962;11;14;39
963;7;14;40
964;8;14;41
965;7;14;42
966;5;14;43
967;14;14;44
968;18;14;45
969;14;14;46
970;15;14;47
971;7;14;48
972;12;14;49
973;8;14;50
974;16;14;51
975;5;14;52
976;13;14;53
977;17;14;54
978;6;14;55
979;14;14;56
980;6;14;57
981;5;14;58
982;12;14;59
983;11;14;60
984;19;14;61
985;4;14;62
986;10;14;63
987;16;14;64
988;12;14;65
989;20;14;66
990;10;14;67
991;19;14;68
992;20;14;69
993;20;14;70
994;4;14;71
995;20;15;1
996;12;15;2
997;5;15;3
998;4;15;4
999;8;15;5
1000;18;15;6
1001;7;15;7
1002;16;15;8
1003;16;15;9
1004;15;15;10
1005;13;15;11
1006;17;15;12
1007;8;15;13
1008;6;15;14
1009;20;15;15
1010;5;15;16
1011;19;15;17
1012;6;15;18
1013;20;15;19
1014;13;15;20
1015;8;15;21
1016;19;15;22
1017;9;15;23
1018;20;15;24
1019;5;15;25
1020;13;15;26
1021;11;15;27
1022;10;15;28
1023;6;15;29
1024;15;15;30
1025;19;15;31
1026;13;15;32
1027;6;15;33
1028;4;15;34
1029;7;15;35
1030;14;15;36
1031;4;15;37
1032;17;15;38
1033;17;15;39
1034;15;15;40
1035;13;15;41
1036;14;15;42
1037;19;15;43
1038;6;15;44
1039;10;15;45
1040;12;15;46
1041;19;15;47
1042;7;15;48
1043;5;15;49
1044;4;15;50
1045;19;15;51
1046;18;15;52
1047;10;15;53
1048;11;15;54
1049;10;15;55
1050;8;15;56
1051;18;15;57
1052;13;15;58
1053;4;15;59
1054;8;15;60
1055;7;15;61
1056;11;15;62
1057;5;15;63
1058;15;15;64
1059;16;15;65
1060;8;15;66
1061;5;15;67
1062;14;15;68
1063;8;15;69
1064;7;15;70
1065;8;15;71
1066;17;16;1
1067;11;16;2
1068;16;16;3
1069;12;16;4
1070;12;16;5
1071;16;16;6
1072;20;16;7
1073;18;16;8
1074;7;16;9
1075;18;16;10
1076;11;16;11
1077;18;16;12
1078;18;16;13
1079;18;16;14
1080;9;16;15
1081;8;16;16
1082;17;16;17
1083;13;16;18
1084;5;16;19
1085;11;16;20
1086;13;16;21
1087;20;16;22
1088;9;16;23
1089;14;16;24
1090;14;16;25
1091;16;16;26
1092;17;16;27
1093;5;16;28
1094;8;16;29
1095;11;16;30
1096;5;16;31
1097;11;16;32
1098;14;16;33
1099;8;16;34
1100;15;16;35
1101;14;16;36
1102;20;16;37
1103;17;16;38
1104;18;16;39
1105;10;16;40
1106;19;16;41
1107;9;16;42
1108;19;16;43
1109;9;16;44
1110;11;16;45
1111;16;16;46
1112;7;16;47
1113;17;16;48
1114;19;16;49
1115;7;16;50
1116;12;16;51
1117;19;16;52
1118;20;16;53
1119;14;16;54
1120;10;16;55
1121;5;16;56
1122;18;16;57
1123;4;16;58
1124;12;16;59
1125;9;16;60
1126;13;16;61
1127;15;16;62
1128;18;16;63
1129;17;16;64
1130;8;16;65
1131;13;16;66
1132;5;16;67
1133;18;16;68
1134;13;16;69
1135;14;16;70
1136;11;16;71
1137;10;17;1
1138;20;17;2
1139;20;17;3
1140;18;17;4
1141;17;17;5
1142;19;17;6
1143;14;17;7
1144;20;17;8
1145;4;17;9
1146;19;17;10
1147;5;17;11
1148;14;17;12
1149;20;17;13
1150;5;17;14
1151;5;17;15
1152;16;17;16
1153;11;17;17
1154;20;17;18
1155;18;17;19
1156;6;17;20
1157;5;17;21
1158;11;17;22
1159;19;17;23
1160;4;17;24
1161;9;17;25
1162;16;17;26
1163;17;17;27
1164;13;17;28
1165;7;17;29
1166;5;17;30
1167;11;17;31
1168;15;17;32
1169;4;17;33
1170;7;17;34
1171;15;17;35
1172;17;17;36
1173;11;17;37
1174;13;17;38
1175;17;17;39
1176;11;17;40
1177;15;17;41
1178;9;17;42
1179;6;17;43
1180;15;17;44
1181;13;17;45
1182;19;17;46
1183;15;17;47
1184;20;17;48
1185;20;17;49
1186;4;17;50
1187;20;17;51
1188;15;17;52
1189;12;17;53
1190;15;17;54
1191;8;17;55
1192;19;17;56
1193;4;17;57
1194;17;17;58
1195;15;17;59
1196;7;17;60
1197;17;17;61
1198;6;17;62
1199;18;17;63
1200;12;17;64
1201;11;17;65
1202;13;17;66
1203;19;17;67
1204;17;17;68
1205;11;17;69
1206;15;17;70
1207;15;17;71
1208;15;18;1
1209;6;18;2
1210;9;18;3
1211;14;18;4
1212;10;18;5
1213;18;18;6
1214;19;18;7
1215;11;18;8
1216;4;18;9
1217;11;18;10
1218;19;18;11
1219;13;18;12
1220;13;18;13
1221;17;18;14
1222;11;18;15
1223;15;18;16
1224;6;18;17
1225;8;18;18
1226;18;18;19
1227;10;18;20
1228;17;18;21
1229;13;18;22
1230;15;18;23
1231;9;18;24
1232;15;18;25
1233;4;18;26
1234;11;18;27
1235;10;18;28
1236;20;18;29
1237;19;18;30
1238;7;18;31
1239;11;18;32
1240;20;18;33
1241;12;18;34
1242;15;18;35
1243;6;18;36
1244;4;18;37
1245;7;18;38
1246;12;18;39
1247;11;18;40
1248;8;18;41
1249;14;18;42
1250;9;18;43
1251;20;18;44
1252;17;18;45
1253;8;18;46
1254;16;18;47
1255;4;18;48
1256;6;18;49
1257;4;18;50
1258;9;18;51
1259;7;18;52
1260;15;18;53
1261;17;18;54
1262;4;18;55
1263;20;18;56
1264;20;18;57
1265;5;18;58
1266;7;18;59
1267;5;18;60
1268;7;18;61
1269;13;18;62
1270;13;18;63
1271;12;18;64
1272;10;18;65
1273;8;18;66
1274;13;18;67
1275;8;18;68
1276;8;18;69
1277;14;18;70
1278;7;18;71
1279;6;19;1
1280;5;19;2
1281;16;19;3
1282;12;19;4
1283;16;19;5
1284;18;19;6
1285;15;19;7
1286;8;19;8
1287;17;19;9
1288;11;19;10
1289;11;19;11
1290;14;19;12
1291;15;19;13
1292;4;19;14
1293;19;19;15
1294;15;19;16
1295;8;19;17
1296;19;19;18
1297;16;19;19
1298;13;19;20
1299;16;19;21
1300;5;19;22
1301;19;19;23
1302;11;19;24
1303;14;19;25
1304;10;19;26
1305;15;19;27
1306;9;19;28
1307;7;19;29
1308;11;19;30
1309;18;19;31
1310;8;19;32
1311;7;19;33
1312;13;19;34
1313;8;19;35
1314;6;19;36
1315;17;19;37
1316;12;19;38
1317;8;19;39
1318;18;19;40
1319;17;19;41
1320;5;19;42
1321;6;19;43
1322;12;19;44
1323;8;19;45
1324;20;19;46
1325;17;19;47
1326;16;19;48
1327;18;19;49
1328;14;19;50
1329;19;19;51
1330;5;19;52
1331;13;19;53
1332;15;19;54
1333;10;19;55
1334;4;19;56
1335;11;19;57
1336;12;19;58
1337;19;19;59
1338;18;19;60
1339;16;19;61
1340;15;19;62
1341;4;19;63
1342;12;19;64
1343;18;19;65
1344;9;19;66
1345;6;19;67
1346;19;19;68
1347;9;19;69
1348;19;19;70
1349;17;19;71
1350;17;20;1
1351;16;20;2
1352;10;20;3
1353;6;20;4
1354;12;20;5
1355;12;20;6
1356;7;20;7
1357;18;20;8
1358;16;20;9
1359;7;20;10
1360;11;20;11
1361;9;20;12
1362;13;20;13
1363;15;20;14
1364;4;20;15
1365;10;20;16
1366;13;20;17
1367;5;20;18
1368;16;20;19
1369;12;20;20
1370;13;20;21
1371;4;20;22
1372;16;20;23
1373;9;20;24
1374;19;20;25
1375;12;20;26
1376;20;20;27
1377;8;20;28
1378;17;20;29
1379;4;20;30
1380;10;20;31
1381;8;20;32
1382;10;20;33
1383;11;20;34
1384;9;20;35
1385;19;20;36
1386;19;20;37
1387;6;20;38
1388;14;20;39
1389;6;20;40
1390;18;20;41
1391;13;20;42
1392;9;20;43
1393;17;20;44
1394;19;20;45
1395;15;20;46
1396;13;20;47
1397;15;20;48
1398;19;20;49
1399;15;20;50
1400;18;20;51
1401;12;20;52
1402;13;20;53
1403;11;20;54
1404;4;20;55
1405;5;20;56
1406;8;20;57
1407;5;20;58
1408;11;20;59
1409;10;20;60
1410;10;20;61
1411;10;20;62
1412;7;20;63
1413;16;20;64
1414;5;20;65
1415;7;20;66
1416;11;20;67
1417;18;20;68
1418;11;20;69
1419;6;20;70
1420;5;20;71
1421;11;21;1
1422;13;21;2
1423;11;21;3
1424;5;21;4
1425;18;21;5
1426;20;21;6
1427;7;21;7
1428;20;21;8
1429;14;21;9
1430;5;21;10
1431;7;21;11
1432;17;21;12
1433;5;21;13
1434;5;21;14
1435;8;21;15
1436;4;21;16
1437;20;21;17
1438;19;21;18
1439;13;21;19
1440;20;21;20
1441;4;21;21
1442;13;21;22
1443;8;21;23
1444;19;21;24
1445;15;21;25
1446;10;21;26
1447;8;21;27
1448;19;21;28
1449;16;21;29
1450;20;21;30
1451;14;21;31
1452;11;21;32
1453;8;21;33
1454;9;21;34
1455;11;21;35
1456;20;21;36
1457;13;21;37
1458;4;21;38
1459;7;21;39
1460;12;21;40
1461;15;21;41
1462;18;21;42
1463;7;21;43
1464;12;21;44
1465;5;21;45
1466;13;21;46
1467;7;21;47
1468;18;21;48
1469;13;21;49
1470;11;21;50
1471;12;21;51
1472;8;21;52
1473;8;21;53
1474;14;21;54
1475;20;21;55
1476;7;21;56
1477;17;21;57
1478;13;21;58
1479;13;21;59
1480;10;21;60
1481;5;21;61
1482;7;21;62
1483;6;21;63
1484;6;21;64
1485;15;21;65
1486;4;21;66
1487;11;21;67
1488;14;21;68
1489;5;21;69
1490;11;21;70
1491;11;21;71
1492;12;22;1
1493;10;22;2
1494;10;22;3
1495;6;22;4
1496;17;22;5
1497;18;22;6
1498;10;22;7
1499;8;22;8
1500;11;22;9
1501;7;22;10
1502;8;22;11
1503;20;22;12
1504;4;22;13
1505;14;22;14
1506;10;22;15
1507;15;22;16
1508;19;22;17
1509;20;22;18
1510;12;22;19
1511;12;22;20
1512;7;22;21
1513;11;22;22
1514;4;22;23
1515;18;22;24
1516;20;22;25
1517;17;22;26
1518;8;22;27
1519;16;22;28
1520;15;22;29
1521;20;22;30
1522;19;22;31
1523;15;22;32
1524;15;22;33
1525;4;22;34
1526;9;22;35
1527;7;22;36
1528;16;22;37
1529;20;22;38
1530;18;22;39
1531;5;22;40
1532;19;22;41
1533;9;22;42
1534;20;22;43
1535;10;22;44
1536;9;22;45
1537;5;22;46
1538;8;22;47
1539;5;22;48
1540;12;22;49
1541;13;22;50
1542;15;22;51
1543;11;22;52
1544;8;22;53
1545;6;22;54
1546;18;22;55
1547;19;22;56
1548;9;22;57
1549;5;22;58
1550;16;22;59
1551;17;22;60
1552;16;22;61
1553;20;22;62
1554;6;22;63
1555;8;22;64
1556;16;22;65
1557;11;22;66
1558;13;22;67
1559;6;22;68
1560;16;22;69
1561;12;22;70
1562;12;22;71
1563;4;23;1
1564;14;23;2
1565;8;23;3
1566;9;23;4
1567;18;23;5
1568;18;23;6
1569;14;23;7
1570;18;23;8
1571;11;23;9
1572;19;23;10
1573;13;23;11
1574;16;23;12
1575;14;23;13
1576;11;23;14
1577;9;23;15
1578;7;23;16
1579;11;23;17
1580;6;23;18
1581;20;23;19
1582;13;23;20
1583;15;23;21
1584;20;23;22
1585;12;23;23
1586;13;23;24
1587;16;23;25
1588;19;23;26
1589;6;23;27
1590;19;23;28
1591;4;23;29
1592;4;23;30
1593;16;23;31
1594;6;23;32
1595;20;23;33
1596;16;23;34
1597;10;23;35
1598;19;23;36
1599;11;23;37
1600;20;23;38
1601;20;23;39
1602;9;23;40
1603;4;23;41
1604;9;23;42
1605;18;23;43
1606;4;23;44
1607;17;23;45
1608;15;23;46
1609;14;23;47
1610;4;23;48
1611;6;23;49
1612;19;23;50
1613;17;23;51
1614;8;23;52
1615;4;23;53
1616;17;23;54
1617;12;23;55
1618;7;23;56
1619;19;23;57
1620;8;23;58
1621;8;23;59
1622;12;23;60
1623;20;23;61
1624;6;23;62
1625;11;23;63
1626;17;23;64
1627;11;23;65
1628;11;23;66
1629;10;23;67
1630;6;23;68
1631;19;23;69
1632;13;23;70
1633;5;23;71
1634;15;24;1
1635;7;24;2
1636;5;24;3
1637;6;24;4
1638;12;24;5
1639;5;24;6
1640;9;24;7
1641;11;24;8
1642;16;24;9
1643;20;24;10
1644;13;24;11
1645;14;24;12
1646;14;24;13
1647;16;24;14
1648;15;24;15
1649;11;24;16
1650;8;24;17
1651;20;24;18
1652;19;24;19
1653;18;24;20
1654;6;24;21
1655;9;24;22
1656;15;24;23
1657;16;24;24
1658;4;24;25
1659;12;24;26
1660;5;24;27
1661;14;24;28
